Anyo,codigo_barrio,nombre_barrio,area_barrio_m2,codigo_distrito,nombre_distrito,total_viviendas,tasa_extranjeros,parados,poblacion,renta,tamanyo_hogar,incidentes_por_distrito,autonomos,precio_venta_m2,precio_alquiler_m2
2014,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,7.45,13532.0,15375.0,35149.2457802352,,1001.0,417.0,2820.4166666666665,10.3
2015,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,6.65,13087.0,15180.0,36691.4783926056,,845.0,440.0,2746.583333333333,10.533333333333331
2016,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,6.92,12453.0,15253.0,37313.0,,595.0,444.0,2879.9166666666665,10.791666666666666
2017,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,7.25,11066.0,15174.0,37643.0,,764.0,483.0,3052.083333333333,11.516666666666666
2018,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,7.83,10117.0,15271.0,38900.0,,434.0,420.0,3528.25,13.025
2019,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,5797.0,9.1,9466.0,15418.0,,2.66,413.0,517.0,3704.0833333333335,12.716666666666669
2020,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,5835.0,10.25,10994.0,15555.0,,2.67,694.0,542.0,3683.0,12.675
2021,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,5827.0,,11435.0,15473.0,,2.66,575.0,532.0,3769.4166666666665,12.458333333333334
2022,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,,5486.0,15374.0,,,,,3950.3,12.88
2005,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,6.24,,16209.0,,,,,,
2006,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,7.05,,16292.0,,,,,,
2007,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,7.59,,16048.0,,,,,3645.6666666666665,
2008,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,8.6,,15988.0,,,,,3537.083333333333,
2009,165.0,APOSTOL SANTIAGO,1205069.875,16,Hortaleza,,9.72,,16069.0,,,,,3583.5,11.185714285714283
2010,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,11.83,,36154.0,,,,842.0,3519.75,11.466666666666669
2011,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,11.33,,38212.0,,,,906.0,3436.75,11.533333333333331
2012,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,10.54,2198.0,39754.0,,,,841.0,3186.333333333333,11.016666666666666
2013,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,9.73,27335.0,40987.0,52532.1401325811,,,912.0,2920.5,10.466666666666669
2014,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,8.8,26369.0,41893.0,52805.8221451664,,1001.0,1124.0,2820.4166666666665,10.3
2015,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,7.94,25053.0,45399.0,55975.1455794732,,845.0,1284.0,2746.583333333333,10.533333333333331
2016,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,8.05,24231.0,48722.0,53810.0,,595.0,1406.0,2879.9166666666665,10.791666666666666
2017,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,8.29,23169.0,51666.0,55523.0,,764.0,1599.0,3052.083333333333,11.516666666666666
2018,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,8.78,22091.0,54297.0,58384.0,,434.0,1314.0,3528.25,13.025
2019,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,19945.0,9.54,22115.0,57879.0,,2.9,413.0,2100.0,3704.0833333333335,12.716666666666669
2020,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,21182.0,10.23,26998.0,61931.0,,2.92,694.0,2325.0,3683.0,12.675
2021,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,21598.0,10.34,28420.0,63254.0,,2.93,575.0,2309.0,3769.4166666666665,12.458333333333334
2022,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,10.49,16627.0,66210.0,,,,,3950.3,12.88
2005,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,8.79,,14801.0,,,,,,
2006,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,10.69,,19179.0,,,,,,
2007,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,11.62,,24146.0,,,,,3645.6666666666665,
2008,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,12.38,,30102.0,,,,,3537.083333333333,
2009,166.0,VALDEFUENTES,17025263.01,16,Hortaleza,,12.29,,33448.0,,,,,3583.5,11.185714285714283
2010,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,22.43,,45382.0,,,,1714.0,2232.5,
2011,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,22.2,,45167.0,,,,1729.0,1998.0833333333333,8.95
2012,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,20.32,4984.0,44340.0,,,,1540.0,1728.3333333333333,8.549999999999999
2013,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,18.73,62341.0,43536.0,23657.7578136247,,,1611.0,1443.8333333333333,7.858333333333333
2014,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,17.38,60117.0,42964.0,23505.2318419876,,1217.0,1737.0,1246.75,7.533333333333334
2015,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,16.27,56344.0,42838.0,24884.4147377196,,1248.0,1648.0,1355.3333333333333,7.741666666666667
2016,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,16.51,51699.0,43158.0,25131.0,,1005.0,1663.0,1385.5833333333333,8.049999999999999
2017,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,16.99,47080.0,43449.0,25622.0,,1111.0,1813.0,1436.25,8.65
2018,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,18.27,44376.0,44299.0,26701.0,,740.0,1537.0,1584.8333333333333,9.75
2019,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,16378.0,19.85,41775.0,45204.0,,2.76,915.0,2010.0,1710.0,10.725
2020,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,16586.0,22.06,50841.0,46749.0,,2.82,804.0,2097.0,1718.3333333333333,10.958333333333334
2021,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,16592.0,22.65,53237.0,46637.0,,2.81,747.0,2045.0,1704.5833333333333,10.541666666666666
2022,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,22.44,26044.0,46156.0,,,,,1768.8,11.19
2005,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,14.89,,43604.0,,,,,,
2006,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,17.49,,44186.0,,,,,,
2007,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,19.41,,44107.0,,,,,,
2008,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,21.18,,44582.0,,,,,2650.75,
2009,171.0,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,9253553.841,17,Villaverde,,22.64,,45324.0,,,,,2380.833333333333,
2010,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,41.44,,16867.0,,,,156.0,2232.5,
2011,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,39.81,,16631.0,,,,165.0,1998.0833333333333,8.95
2012,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,36.29,2150.0,16340.0,,,,144.0,1728.3333333333333,8.549999999999999
2013,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,32.86,26573.0,15735.0,18121.612327044,,,146.0,1443.8333333333333,7.858333333333333
2014,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,30.45,25430.0,15431.0,17786.1389935196,,1217.0,158.0,1246.75,7.533333333333334
2015,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,27.05,23642.0,14980.0,19587.0949040644,,1248.0,161.0,1355.3333333333333,7.741666666666667
2016,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,27.5,21459.0,15107.0,19859.0,,1005.0,177.0,1385.5833333333333,8.049999999999999
2017,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,28.49,19491.0,15187.0,20365.0,,1111.0,230.0,1436.25,8.65
2018,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,30.21,18753.0,15498.0,21071.0,,740.0,337.0,1584.8333333333333,9.75
2019,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,5116.0,32.18,17691.0,16052.0,,3.14,915.0,285.0,1710.0,10.725
2020,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,5198.0,35.06,21969.0,16898.0,,3.25,804.0,320.0,1718.3333333333333,10.958333333333334
2021,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,5177.0,36.34,22475.0,16986.0,,3.28,747.0,302.0,1704.5833333333333,10.541666666666666
2022,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,35.75,55223.0,16640.0,,,,,1768.8,11.19
2005,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,37.04,,16550.0,,,,,,
2006,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,40.81,,16999.0,,,,,,
2007,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,41.14,,16595.0,,,,,,
2008,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,42.84,,16793.0,,,,,2650.75,
2009,172.0,SAN CRISTOBAL,1082492.472,17,Villaverde,,43.24,,16890.0,,,,,2380.833333333333,
2010,173.0,BUTARQUE,6375521.776,17,Villaverde,,18.44,,15257.0,,,,255.0,2232.5,
2011,173.0,BUTARQUE,6375521.776,17,Villaverde,,17.53,,15564.0,,,,263.0,1998.0833333333333,8.95
2012,173.0,BUTARQUE,6375521.776,17,Villaverde,,15.81,1575.0,15812.0,,,,241.0,1728.3333333333333,8.549999999999999
2013,173.0,BUTARQUE,6375521.776,17,Villaverde,,14.43,19110.0,16090.0,27423.2047349754,,,253.0,1443.8333333333333,7.858333333333333
2014,173.0,BUTARQUE,6375521.776,17,Villaverde,,13.0,17851.0,16260.0,28093.2416567737,,1217.0,282.0,1246.75,7.533333333333334
2015,173.0,BUTARQUE,6375521.776,17,Villaverde,,11.58,15274.0,16242.0,30153.304534441,,1248.0,285.0,1355.3333333333333,7.741666666666667
2016,173.0,BUTARQUE,6375521.776,17,Villaverde,,11.77,13840.0,16607.0,30469.0,,1005.0,328.0,1385.5833333333333,8.049999999999999
2017,173.0,BUTARQUE,6375521.776,17,Villaverde,,11.99,13342.0,17245.0,30538.0,,1111.0,365.0,1436.25,8.65
2018,173.0,BUTARQUE,6375521.776,17,Villaverde,,13.33,13036.0,18268.0,31437.0,,740.0,227.0,1584.8333333333333,9.75
2019,173.0,BUTARQUE,6375521.776,17,Villaverde,6609.0,13.93,12859.0,18870.0,,2.86,915.0,464.0,1710.0,10.725
2020,173.0,BUTARQUE,6375521.776,17,Villaverde,6967.0,14.74,15846.0,20026.0,,2.87,804.0,514.0,1718.3333333333333,10.958333333333334
2021,173.0,BUTARQUE,6375521.776,17,Villaverde,7254.0,14.82,16414.0,20722.0,,2.86,747.0,495.0,1704.5833333333333,10.541666666666666
2022,173.0,BUTARQUE,6375521.776,17,Villaverde,,14.46,8198.0,20813.0,,,,,1768.8,11.19
2005,173.0,BUTARQUE,6375521.776,17,Villaverde,,13.84,,12098.0,,,,,,
2006,173.0,BUTARQUE,6375521.776,17,Villaverde,,15.18,,13837.0,,,,,,
2007,173.0,BUTARQUE,6375521.776,17,Villaverde,,16.29,,14455.0,,,,,,
2008,173.0,BUTARQUE,6375521.776,17,Villaverde,,18.4,,14666.0,,,,,2650.75,
2009,173.0,BUTARQUE,6375521.776,17,Villaverde,,18.72,,15025.0,,,,,2380.833333333333,
2010,174.0,LOS ROSALES,1540746.761,17,Villaverde,,24.11,,38949.0,,,,822.0,2232.5,
2011,174.0,LOS ROSALES,1540746.761,17,Villaverde,,23.15,,38535.0,,,,851.0,1998.0833333333333,8.95
2012,174.0,LOS ROSALES,1540746.761,17,Villaverde,,21.15,3686.0,37895.0,,,,705.0,1728.3333333333333,8.549999999999999
2013,174.0,LOS ROSALES,1540746.761,17,Villaverde,,19.33,45218.0,37385.0,27157.8310246768,,,727.0,1443.8333333333333,7.858333333333333
2014,174.0,LOS ROSALES,1540746.761,17,Villaverde,,17.32,42767.0,36566.0,27222.893699648,,1217.0,819.0,1246.75,7.533333333333334
2015,174.0,LOS ROSALES,1540746.761,17,Villaverde,,15.99,40366.0,36215.0,28416.0524909634,,1248.0,879.0,1355.3333333333333,7.741666666666667
2016,174.0,LOS ROSALES,1540746.761,17,Villaverde,,16.18,36706.0,36343.0,28679.0,,1005.0,891.0,1385.5833333333333,8.049999999999999
2017,174.0,LOS ROSALES,1540746.761,17,Villaverde,,16.45,33334.0,36476.0,29137.0,,1111.0,928.0,1436.25,8.65
2018,174.0,LOS ROSALES,1540746.761,17,Villaverde,,17.9,29926.0,36975.0,30320.0,,740.0,797.0,1584.8333333333333,9.75
2019,174.0,LOS ROSALES,1540746.761,17,Villaverde,13206.0,19.19,27630.0,37587.0,,2.85,915.0,1114.0,1710.0,10.725
2020,174.0,LOS ROSALES,1540746.761,17,Villaverde,13277.0,20.41,33666.0,38107.0,,2.87,804.0,1195.0,1718.3333333333333,10.958333333333334
2021,174.0,LOS ROSALES,1540746.761,17,Villaverde,13258.0,,35511.0,37790.0,,2.85,747.0,1137.0,1704.5833333333333,10.541666666666666
2022,174.0,LOS ROSALES,1540746.761,17,Villaverde,,,27000.0,37319.0,,,,,1768.8,11.19
2005,174.0,LOS ROSALES,1540746.761,17,Villaverde,,17.99,,37125.0,,,,,,
2006,174.0,LOS ROSALES,1540746.761,17,Villaverde,,20.69,,33971.0,,,,,,
2007,174.0,LOS ROSALES,1540746.761,17,Villaverde,,21.24,,37610.0,,,,,,
2008,174.0,LOS ROSALES,1540746.761,17,Villaverde,,23.36,,38491.0,,,,,2650.75,
2009,174.0,LOS ROSALES,1540746.761,17,Villaverde,,24.39,,38910.0,,,,,2380.833333333333,
2010,175.0,ANGELES,1935271.49,17,Villaverde,,18.93,,33281.0,,,,705.0,2232.5,
2011,175.0,ANGELES,1935271.49,17,Villaverde,,18.58,,32702.0,,,,697.0,1998.0833333333333,8.95
2012,175.0,ANGELES,1935271.49,17,Villaverde,,17.33,2846.0,32075.0,,,,595.0,1728.3333333333333,8.549999999999999
2013,175.0,ANGELES,1935271.49,17,Villaverde,,15.99,35203.0,31540.0,27544.1952257954,,,622.0,1443.8333333333333,7.858333333333333
2014,175.0,ANGELES,1935271.49,17,Villaverde,,14.51,32937.0,30819.0,27746.3846371243,,1217.0,672.0,1246.75,7.533333333333334
2015,175.0,ANGELES,1935271.49,17,Villaverde,,13.11,30019.0,30324.0,28062.4299562607,,1248.0,800.0,1355.3333333333333,7.741666666666667
2016,175.0,ANGELES,1935271.49,17,Villaverde,,13.22,27304.0,30227.0,28413.0,,1005.0,841.0,1385.5833333333333,8.049999999999999
2017,175.0,ANGELES,1935271.49,17,Villaverde,,13.49,25332.0,30251.0,29050.0,,1111.0,1024.0,1436.25,8.65
2018,175.0,ANGELES,1935271.49,17,Villaverde,,14.48,23581.0,30483.0,29952.0,,740.0,837.0,1584.8333333333333,9.75
2019,175.0,ANGELES,1935271.49,17,Villaverde,12024.0,15.98,22692.0,31170.0,,2.59,915.0,1164.0,1710.0,10.725
2020,175.0,ANGELES,1935271.49,17,Villaverde,12384.0,17.76,28344.0,32538.0,,2.63,804.0,1220.0,1718.3333333333333,10.958333333333334
2021,175.0,ANGELES,1935271.49,17,Villaverde,12540.0,18.63,28454.0,32673.0,,2.61,747.0,1235.0,1704.5833333333333,10.541666666666666
2022,175.0,ANGELES,1935271.49,17,Villaverde,,18.76,15777.0,32901.0,,,,,1768.8,11.19
2005,175.0,ANGELES,1935271.49,17,Villaverde,,13.06,,33979.0,,,,,,
2006,175.0,ANGELES,1935271.49,17,Villaverde,,14.92,,37866.0,,,,,,
2007,175.0,ANGELES,1935271.49,17,Villaverde,,16.07,,33417.0,,,,,,
2008,175.0,ANGELES,1935271.49,17,Villaverde,,17.84,,33720.0,,,,,2650.75,
2009,175.0,ANGELES,1935271.49,17,Villaverde,,18.83,,33578.0,,,,,2380.833333333333,
2010,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,18.08,,61657.0,,,,1434.0,2676.083333333333,9.8375
2011,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,17.44,,66164.0,,,,1497.0,2528.0,9.958333333333334
2012,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,15.38,7312.0,69466.0,,,,1407.0,2342.9166666666665,9.308333333333332
2013,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,13.94,90496.0,72221.0,26874.2289686859,,,1534.0,2091.6666666666665,8.841666666666667
2014,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,12.51,85876.0,74062.0,26951.1107499323,,1792.0,1785.0,1984.25,8.883333333333333
2015,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,11.19,79791.0,75174.0,28357.1952380006,,1323.0,1883.0,1897.75,8.783333333333333
2016,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,10.99,74624.0,77752.0,24526.0,,1114.0,1981.0,1866.4166666666667,9.158333333333331
2017,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,11.12,53166.0,80292.0,25118.0,,974.0,2224.0,1972.75,9.866666666666664
2018,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,15.05,38751.0,39740.0,26309.0,,418.0,1316.0,2192.25,10.658333333333331
2019,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,14839.0,16.3,38335.0,40280.0,,2.71,795.0,1632.0,2404.583333333333,11.175
2020,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,14957.0,17.9,44722.0,40956.0,,2.74,703.0,1672.0,2402.083333333333,11.483333333333334
2021,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,14886.0,18.41,44595.0,40241.0,,2.7,588.0,1644.0,2358.1666666666665,11.15
2022,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,18.16,23880.0,39578.0,,,,,2466.9,11.51
2005,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,15.02,,38516.0,,,,,,
2006,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,17.09,,39534.0,,,,,,
2007,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,17.99,,39978.0,,,,,,
2008,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,19.39,,46139.0,,,,,2834.5,
2009,181.0,CASCO HISTORICO DE VALLECAS,43045886.11,18,Villa de Vallecas,,18.99,,53797.0,,,,,2756.25,
2010,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,13.3,,26544.0,,,,583.0,2676.083333333333,9.8375
2011,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,13.43,,26201.0,,,,613.0,2528.0,9.958333333333334
2012,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,11.9,2272.0,25610.0,,,,518.0,2342.9166666666665,9.308333333333332
2013,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,11.61,27797.0,25269.0,35152.0173086618,,,540.0,2091.6666666666665,8.841666666666667
2014,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,10.39,26089.0,24705.0,35175.6865751858,,1792.0,587.0,1984.25,8.883333333333333
2015,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,9.91,23334.0,24462.0,36426.5820036597,,1323.0,615.0,1897.75,8.783333333333333
2016,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,9.6,21062.0,24388.0,36865.0,,1114.0,621.0,1866.4166666666667,9.158333333333331
2017,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,9.31,18985.0,24129.0,37373.0,,974.0,659.0,1972.75,9.866666666666664
2018,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,9.85,17870.0,24295.0,38641.0,,418.0,484.0,2192.25,10.658333333333331
2019,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,8937.0,10.32,17358.0,24328.0,,2.72,795.0,765.0,2404.583333333333,11.175
2020,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,9063.0,10.63,19682.0,24684.0,,2.72,703.0,810.0,2402.083333333333,11.483333333333334
2021,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,9050.0,,19427.0,24288.0,,2.68,588.0,787.0,2358.1666666666665,11.15
2022,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,,38588.0,24110.0,,,,,2466.9,11.51
2005,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,8.13,,27316.0,,,,,,
2006,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,9.45,,27312.0,,,,,,
2007,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,10.65,,27185.0,,,,,,
2008,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,12.17,,27142.0,,,,,2834.5,
2009,182.0,SANTA EUGENIA,2080233.339,18,Villa de Vallecas,,13.04,,26914.0,,,,,2756.25,
2010,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,13.68,,49768.0,,,,1070.0,2608.7272727272725,
2011,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,13.57,,50402.0,,,,1008.0,2449.9166666666665,8.879999999999999
2012,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,12.49,4064.0,50620.0,,,,899.0,2165.6666666666665,8.608333333333333
2013,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,11.48,46247.0,50686.0,32908.9018544214,,,983.0,1877.8333333333333,8.216666666666667
2014,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,10.21,49062.0,50632.0,33101.2054290057,,476.0,1082.0,1711.5,8.066666666666666
2015,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,9.32,46021.0,50726.0,34498.3449952298,,480.0,1130.0,1647.3333333333333,8.341666666666667
2016,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,9.37,42217.0,51238.0,24578.0,,467.0,1194.0,1696.75,8.825000000000001
2017,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,9.36,39329.0,51580.0,24976.0,,477.0,1266.0,1695.25,9.358333333333333
2018,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,18.85,31352.0,34200.0,25968.0,,126.0,1002.0,2033.8333333333333,9.758333333333333
2019,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,13210.0,19.77,29202.0,34816.0,,2.64,216.0,1184.0,2256.25,10.741666666666667
2020,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,13375.0,20.87,33342.0,35666.0,,2.67,205.0,1251.0,2327.0,10.716666666666669
2021,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,13371.0,21.5,35047.0,35548.0,,2.66,240.0,1209.0,2405.333333333333,10.325
2022,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,21.19,23226.0,35086.0,,,,,2700.3,10.85
2005,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,10.53,,44049.0,,,,,,
2006,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,11.72,,46542.0,,,,,,
2007,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,11.9,,46007.0,,,,,,
2008,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,13.01,,48009.0,,,,,,
2009,191.0,CASCO HISTORICO DE VICALVARO,21494220.32,19,Vicálvaro,,13.49,,49157.0,,,,,,
2013,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,,,,,0.0,,,,1877.8333333333333,8.216666666666667
2014,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,,,,,0.0,,,,1711.5,8.066666666666666
2015,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,,,,,0.0,,,,1647.3333333333333,8.341666666666667
2016,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,,,,,39389.0,,,,1696.75,8.825000000000001
2017,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,,,2424.0,0.0,40074.0,,477.0,0.0,1695.25,9.358333333333333
2018,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,,5.71,14003.0,17637.0,41478.0,,126.0,338.0,2033.8333333333333,9.758333333333333
2019,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,6103.0,6.12,13951.0,17638.0,,2.89,216.0,481.0,2256.25,10.741666666666667
2020,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,6136.0,7.14,16296.0,17834.0,,2.91,205.0,501.0,2327.0,10.716666666666669
2021,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,6109.0,7.51,16535.0,17546.0,,2.87,240.0,482.0,2405.333333333333,10.325
2022,192.0,VALDEBERNARDO,2555072.515,19,Vicálvaro,,8.09,27112.0,17431.0,,,,,2700.3,10.85
2010,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,20.91,,26990.0,,,,1381.0,2901.25,11.3
2011,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,19.8,,26749.0,,,,1390.0,2737.4166666666665,10.625
2012,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,17.28,2277.0,26369.0,,,,1266.0,2429.6666666666665,9.958333333333334
2013,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,16.02,26076.0,26328.0,29510.1733002143,,,1308.0,2133.9166666666665,9.333333333333334
2014,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,14.64,27653.0,26052.0,29644.9132389055,,626.0,1448.0,2095.25,8.941666666666666
2015,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,13.8,25788.0,26021.0,31368.0821042939,,682.0,1517.0,2101.0,9.633333333333333
2016,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,13.51,23989.0,26233.0,31855.0,,728.0,1499.0,2118.0,9.783333333333331
2017,201.0,SIMANCAS,2276342.64,20,San Blas - Canillejas,,13.88,22461.0,26490.0,32113.0,,1019.0,1595.0,2270.833333333333,10.625
